onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	5	125	mem	lib	mod	mod	mod	nt	ht	nh/0086_nh.bmp
7.92	0.72	2	1	5	82	per	con	mod	mod	mod	tg	ht	wh/0544.bmp
8.64	0.72	3	1	8	50	mem	con	mod	mod	low	tg	ht	wh/0118.bmp
9.36	0.72	4	1	6	44	per	lib	low	mod	low	tg	ht	wh/0262.bmp
10.08	0.72	5	1	7	17	mem	lib	mod	mod	mod	tg	ht	wh/0599.bmp
10.80	0.72	6	2	7	17	mem	lib	mod	mod	mod	tg	ht	wh/0599.bmp
11.52	0.72	7	1	6	46	per	lib	low	mod	low	nt	fa	nh/0164_nh.bmp
12.24	0.72	8	1	6	85	per	con	low	mod	low	tg	ms	wh/0521.bmp
12.96	0.72	9	1	6	61	mem	lib	mod	mod	low	tg	ht	wh/0394.bmp
13.68	0.72	10	1	6	57	mem	lib	mod	mod	low	tg	ht	wh/0453.bmp
14.40	0.72	11	1	8	68	mem	lib	mod	mod	low	tg	ht	wh/0582.bmp
15.12	0.72	12	1	6	111	mem	con	low	low	low	nt	ms	nh/0034_nh.bmp
15.84	0.72	13	1	6	73	mem	con	mod	mod	low	nt	ms	nh/0519_nh.bmp
16.56	0.72	14	1	8	126	per	lib	low	mod	low	nt	fa	nh/0018_nh.bmp
17.28	0.72	15	1	6	66	mem	con	mod	mod	low	tg	ht	wh/0297.bmp
18.00	0.72	16	1	6	35	per	lib	low	mod	low	tg	ms	wh/0249.bmp
18.72	0.72	17	1	8	101	per	con	low	mod	low	nt	cr	nh/0111_nh.bmp
19.44	0.72	18	1	5	21	mem	con	mod	mod	mod	tg	ht	wh/0420.bmp
20.16	0.72	19	1	8	119	per	lib	low	mod	low	nt	fa	nh/0618_nh.bmp
20.88	0.72	20	1	5	10	per	lib	low	low	low	tg	ht	wh/0737.bmp
21.60	0.72	21	1	5	78	mem	con	low	low	mod	nt	ms	nh/0673_nh.bmp
22.32	0.72	22	2	5	82	per	con	mod	mod	mod	tg	ht	wh/0544.bmp
23.04	0.72	23	1	7	23	mem	lib	mod	mod	mod	tg	ht	wh/0408.bmp
23.76	0.72	24	1	6	62	mem	lib	mod	mod	low	nt	ht	nh/0248_nh.bmp
24.48	0.72	25	2	6	57	mem	lib	mod	mod	low	tg	ht	wh/0453.bmp
25.20	0.72	26	1	5	93	per	con	mod	mod	mod	nt	cr	nh/0852_nh.bmp
25.92	0.72	27	1	5	87	per	con	mod	mod	mod	nt	cr	nh/0832_nh.bmp
26.64	0.72	28	1	7	56	mem	lib	low	low	mod	nt	ms	nh/0545_nh.bmp
27.36	0.72	29	1	8	57	mem	con	mod	mod	low	tg	ht	wh/0746.bmp
28.08	0.72	30	1	5	25	mem	con	mod	mod	mod	tg	ms	wh/0958.bmp
28.80	0.72	31	1	7	110	per	lib	mod	low	mod	nt	cr	nh/0869_nh.bmp
29.52	0.72	32	1	7	40	mem	con	mod	mod	mod	tg	ht	wh/0609.bmp
30.24	0.72	33	2	6	46	per	lib	low	mod	low	nt	fa	nh/0164_nh.bmp
30.96	0.72	34	2	8	57	mem	con	mod	mod	low	tg	ht	wh/0746.bmp
31.68	0.72	35	1	7	29	mem	lib	mod	mod	mod	tg	ht	wh/0797.bmp
32.40	0.72	36	1	7	73	per	con	mod	mod	mod	nt	cr	nh/0056_nh.bmp
33.12	0.72	37	1	6	49	mem	lib	mod	mod	low	nt	ht	nh/0814_nh.bmp
33.84	0.72	38	1	6	42	per	lib	low	mod	low	tg	ht	wh/0143.bmp
34.56	0.72	39	2	6	85	per	con	low	mod	low	tg	ms	wh/0521.bmp
35.28	0.72	40	1	8	94	per	con	mod	low	mod	tg	ht	wh/1005.bmp
36.00	0.72	41	2	8	50	mem	con	mod	mod	low	tg	ht	wh/0118.bmp
36.72	0.72	42	1	8	51	mem	con	mod	mod	low	tg	ht	wh/0793.bmp
37.44	0.72	43	1	7	42	mem	con	mod	mod	mod	nt	ms	nh/0495_nh.bmp
38.16	0.72	44	1	5	70	mem	con	low	low	mod	tg	ht	wh/0416.bmp
38.88	0.72	45	1	6	69	mem	con	mod	mod	low	tg	ms	wh/0157.bmp
39.60	0.72	46	1	8	55	mem	con	mod	mod	low	nt	ht	nh/0193_nh.bmp
40.32	0.72	47	1	7	30	mem	lib	mod	mod	mod	nt	ht	nh/0623_nh.bmp
41.04	0.72	48	1	6	21	per	lib	mod	mod	mod	nt	fa	nh/0590_nh.bmp
41.76	0.72	49	1	5	26	mem	con	mod	mod	mod	nt	ms	nh/0441_nh.bmp
42.48	0.72	50	1	6	31	per	lib	mod	mod	mod	tg	ht	wh/0666.bmp
43.20	0.72	51	1	7	13	per	con	low	low	low	tg	ht	wh/0842.bmp
43.92	0.72	52	2	5	87	per	con	mod	mod	mod	nt	cr	nh/0832_nh.bmp
44.64	0.72	53	1	7	20	mem	lib	mod	mod	mod	tg	ht	wh/0833.bmp
45.36	0.72	54	1	6	38	per	lib	low	mod	low	tg	ht	wh/0108.bmp
46.08	0.72	55	1	7	121	mem	con	low	low	mod	nt	ms	nh/0840_nh.bmp
46.80	0.72	56	3	8	57	mem	con	mod	mod	low	tg	ht	wh/0746.bmp
47.52	0.72	57	2	8	55	mem	con	mod	mod	low	nt	ht	nh/0193_nh.bmp
48.24	0.72	58	1	5	23	mem	con	mod	mod	mod	tg	ht	wh/0546.bmp
48.96	0.72	59	1	8	97	per	con	low	mod	low	tg	ms	wh/0012.bmp
49.68	0.72	60	1	6	76	mem	con	mod	mod	low	nt	ms	nh/0024_nh.bmp
50.40	0.72	61	1	7	70	per	con	mod	mod	mod	tg	ms	wh/0436.bmp
51.12	0.72	62	2	5	93	per	con	mod	mod	mod	nt	cr	nh/0852_nh.bmp
51.84	0.72	63	1	6	26	per	lib	mod	mod	mod	tg	ht	wh/0638.bmp
52.56	0.72	64	2	6	49	mem	lib	mod	mod	low	nt	ht	nh/0814_nh.bmp
53.28	0.72	65	1	5	127	mem	lib	mod	mod	mod	tg	ht	wh/0385.bmp
54.00	0.72	66	1	8	27	per	lib	mod	mod	mod	tg	ht	wh/0603.bmp
54.72	0.72	67	1	5	124	mem	lib	mod	mod	mod	nt	ht	nh/0564_nh.bmp
55.44	0.72	68	1	8	109	per	con	low	mod	low	nt	cr	nh/0640_nh.bmp
56.16	0.72	69	1	7	44	mem	con	mod	mod	mod	tg	ht	wh/0602.bmp
56.88	0.72	70	1	8	107	per	con	low	mod	low	tg	ms	wh/0780.bmp
57.60	0.72	71	1	7	38	mem	con	mod	mod	mod	nt	ht	nh/0764_nh.bmp
58.32	0.72	72	2	5	124	mem	lib	mod	mod	mod	nt	ht	nh/0564_nh.bmp
59.04	0.72	73	1	8	70	mem	lib	mod	mod	low	nt	ht	nh/0875_nh.bmp
59.76	0.72	74	2	8	109	per	con	low	mod	low	nt	cr	nh/0640_nh.bmp
60.48	0.72	75	1	7	47	mem	con	mod	mod	mod	nt	ms	nh/0715_nh.bmp
61.20	0.72	76	1	5	49	per	lib	mod	low	mod	nt	cr	nh/0980_nh.bmp
61.92	0.72	77	2	7	44	mem	con	mod	mod	mod	tg	ht	wh/0602.bmp
62.64	0.72	78	1	8	122	per	lib	low	mod	low	nt	cr	nh/0023_nh.bmp
63.36	0.72	79	1	8	66	mem	lib	mod	mod	low	nt	ht	nh/0241_nh.bmp
64.08	0.72	80	3	8	109	per	con	low	mod	low	nt	cr	nh/0640_nh.bmp
64.80	0.72	81	1	8	116	per	lib	low	mod	low	tg	ht	wh/1019.bmp
65.52	0.72	82	1	8	21	per	lib	mod	mod	mod	tg	ht	wh/0556.bmp
66.24	0.72	83	1	6	67	mem	con	mod	mod	low	tg	ht	wh/0883.bmp
66.96	0.72	84	2	8	122	per	lib	low	mod	low	nt	cr	nh/0023_nh.bmp
67.68	0.72	85	2	6	21	per	lib	mod	mod	mod	nt	fa	nh/0590_nh.bmp
68.40	0.72	86	3	8	122	per	lib	low	mod	low	nt	cr	nh/0023_nh.bmp
69.12	0.72	87	1	8	111	per	con	low	mod	low	nt	cr	nh/1014_nh.bmp
69.84	0.72	88	1	7	65	per	con	mod	mod	mod	nt	cr	nh/0366_nh.bmp
70.56	0.72	89	2	6	67	mem	con	mod	mod	low	tg	ht	wh/0883.bmp
71.28	0.72	90	1	7	77	per	con	mod	mod	mod	tg	ht	wh/0822.bmp
72.00	0.72	91	1	7	22	mem	lib	mod	mod	mod	nt	ht	nh/0337_nh.bmp
72.72	0.72	92	1	5	89	per	con	mod	mod	mod	tg	ms	wh/0978.bmp
73.44	0.72	93	1	8	56	mem	con	mod	mod	low	tg	ht	wh/0403.bmp
74.16	0.72	94	2	7	23	mem	lib	mod	mod	mod	tg	ht	wh/0408.bmp
74.88	0.72	95	1	8	120	per	lib	low	mod	low	tg	ht	wh/0170.bmp
