onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	4	8	per	lib	low	low	low	tg	ht	wh/0743.bmp
7.92	0.72	2	1	3	126	per	con	mod	mod	mod	nt	cr	nh/0049_nh.bmp
8.64	0.72	3	1	4	91	per	lib	mod	mod	mod	tg	ht	wh/0689.bmp
9.36	0.72	4	1	1	49	mem	lib	mod	mod	mod	tg	ht	wh/1010.bmp
10.08	0.72	5	1	4	56	mem	con	mod	mod	low	tg	ht	wh/0757.bmp
10.80	0.72	6	1	3	62	mem	lib	mod	mod	mod	tg	ht	wh/0445.bmp
11.52	0.72	7	1	2	108	mem	lib	mod	mod	low	nt	ht	nh/0312_nh.bmp
12.24	0.72	8	1	4	60	mem	con	mod	mod	low	tg	ht	wh/0067.bmp
12.96	0.72	9	1	2	118	mem	con	mod	mod	low	nt	ms	nh/0124_nh.bmp
13.68	0.72	10	1	4	84	per	lib	mod	mod	mod	nt	fa	nh/0448_nh.bmp
14.40	0.72	11	1	3	41	per	lib	low	mod	low	tg	ht	wh/0081.bmp
15.12	0.72	12	1	3	49	mem	lib	mod	mod	mod	tg	ht	wh/0753.bmp
15.84	0.72	13	1	1	83	per	lib	mod	mod	mod	nt	cr	nh/0796_nh.bmp
16.56	0.72	14	1	1	89	per	lib	mod	mod	mod	nt	fa	nh/0137_nh.bmp
17.28	0.72	15	1	2	72	mem	con	low	low	mod	nt	ms	nh/0467_nh.bmp
18.00	0.72	16	1	1	44	per	con	low	mod	low	tg	ms	wh/0671.bmp
18.72	0.72	17	1	2	36	mem	lib	low	low	low	nt	ht	nh/0524_nh.bmp
19.44	0.72	18	1	1	118	mem	con	mod	mod	mod	tg	ms	wh/0970.bmp
20.16	0.72	19	1	2	59	per	lib	low	mod	low	nt	cr	nh/0412_nh.bmp
20.88	0.72	20	1	3	111	mem	con	mod	mod	mod	tg	ms	wh/0358.bmp
21.60	0.72	21	2	3	111	mem	con	mod	mod	mod	tg	ms	wh/0358.bmp
22.32	0.72	22	1	1	127	mem	con	mod	mod	mod	tg	ht	wh/0583.bmp
23.04	0.72	23	1	2	7	per	lib	mod	low	mod	tg	ht	wh/0616.bmp
23.76	0.72	24	1	3	50	mem	lib	mod	mod	mod	tg	ht	wh/0490.bmp
24.48	0.72	25	1	1	90	per	lib	mod	mod	mod	tg	ht	wh/0279.bmp
25.20	0.72	26	1	3	106	mem	con	mod	mod	mod	nt	ht	nh/0809_nh.bmp
25.92	0.72	27	1	3	127	per	con	mod	mod	mod	tg	ms	wh/0427.bmp
26.64	0.72	28	1	4	105	mem	lib	mod	mod	low	tg	ht	wh/0236.bmp
27.36	0.72	29	1	1	42	per	con	low	mod	low	nt	cr	nh/0496_nh.bmp
28.08	0.72	30	1	1	82	per	lib	mod	mod	mod	tg	ms	wh/0925.bmp
28.80	0.72	31	1	3	116	per	con	mod	mod	mod	tg	ms	wh/0072.bmp
29.52	0.72	32	1	4	50	mem	con	mod	mod	low	nt	ms	nh/0792_nh.bmp
30.24	0.72	33	1	1	55	mem	lib	mod	mod	mod	nt	ht	nh/0320_nh.bmp
30.96	0.72	34	1	2	50	per	lib	low	mod	low	nt	fa	nh/0263_nh.bmp
31.68	0.72	35	1	2	13	per	lib	mod	low	mod	nt	fa	nh/0033_nh.bmp
32.40	0.72	36	1	4	109	mem	lib	mod	mod	low	nt	ht	nh/0523_nh.bmp
33.12	0.72	37	1	3	86	per	con	low	mod	low	tg	ms	wh/1000.bmp
33.84	0.72	38	1	1	119	mem	con	mod	mod	mod	tg	ms	wh/0674.bmp
34.56	0.72	39	1	2	51	per	lib	low	mod	low	nt	cr	nh/0293_nh.bmp
35.28	0.72	40	1	3	91	per	con	low	mod	low	nt	cr	nh/0703_nh.bmp
36.00	0.72	41	1	1	62	mem	lib	mod	mod	mod	tg	ht	wh/0487.bmp
36.72	0.72	42	2	4	84	per	lib	mod	mod	mod	nt	fa	nh/0448_nh.bmp
37.44	0.72	43	1	3	83	per	con	low	mod	low	tg	ms	wh/0400.bmp
38.16	0.72	44	1	1	104	per	con	mod	mod	mod	tg	ht	wh/0359.bmp
38.88	0.72	45	1	1	122	mem	con	mod	mod	mod	nt	ms	nh/0983_nh.bmp
39.60	0.72	46	2	4	91	per	lib	mod	mod	mod	tg	ht	wh/0689.bmp
40.32	0.72	47	2	4	56	mem	con	mod	mod	low	tg	ht	wh/0757.bmp
41.04	0.72	48	1	3	74	per	lib	mod	low	mod	nt	cr	nh/0317_nh.bmp
41.76	0.72	49	1	2	111	mem	lib	mod	mod	low	nt	ht	nh/0415_nh.bmp
42.48	0.72	50	1	1	81	per	lib	mod	mod	mod	nt	cr	nh/0961_nh.bmp
43.20	0.72	51	1	3	72	per	lib	mod	low	mod	tg	ht	wh/0826.bmp
