onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	7	57	per	lib	low	low	low	nt	cr	nh/0041_nh.bmp
7.92	0.72	2	1	6	69	per	con	mod	mod	mod	nt	cr	nh/0629_nh.bmp
8.64	0.72	3	1	5	110	per	con	mod	low	mod	tg	ht	wh/0475.bmp
9.36	0.72	4	2	6	69	per	con	mod	mod	mod	nt	cr	nh/0629_nh.bmp
10.08	0.72	5	1	6	128	mem	con	mod	mod	mod	tg	ms	wh/0609.bmp
10.80	0.72	6	1	6	19	per	lib	mod	mod	mod	tg	ht	wh/0694.bmp
11.52	0.72	7	1	8	118	mem	lib	mod	mod	low	tg	ht	wh/0401.bmp
12.24	0.72	8	1	5	33	mem	con	low	low	low	nt	ht	nh/0570_nh.bmp
12.96	0.72	9	1	6	73	per	con	mod	mod	mod	tg	ht	wh/0822.bmp
13.68	0.72	10	1	7	37	mem	con	mod	mod	mod	nt	ms	nh/0441_nh.bmp
14.40	0.72	11	1	6	48	per	lib	low	mod	low	tg	ht	wh/0986.bmp
15.12	0.72	12	1	7	81	per	lib	mod	mod	mod	nt	fa	nh/0968_nh.bmp
15.84	0.72	13	1	6	122	mem	con	mod	mod	mod	nt	ht	nh/0764_nh.bmp
16.56	0.72	14	1	6	46	per	lib	low	mod	low	nt	cr	nh/0023_nh.bmp
17.28	0.72	15	1	6	4	per	con	low	mod	low	tg	ms	wh/0139.bmp
18.00	0.72	16	1	7	17	mem	lib	mod	mod	mod	tg	ms	wh/0399.bmp
18.72	0.72	17	1	6	127	mem	con	mod	mod	mod	nt	ms	nh/0715_nh.bmp
19.44	0.72	18	1	5	60	mem	con	mod	mod	low	nt	ht	nh/0165_nh.bmp
20.16	0.72	19	1	5	74	mem	lib	mod	mod	low	tg	ht	wh/0491.bmp
20.88	0.72	20	1	8	124	mem	lib	mod	mod	low	nt	ht	nh/0248_nh.bmp
21.60	0.72	21	1	6	28	per	lib	mod	mod	mod	nt	cr	nh/0020_nh.bmp
22.32	0.72	22	2	8	124	mem	lib	mod	mod	low	nt	ht	nh/0248_nh.bmp
23.04	0.72	23	1	6	117	mem	con	mod	mod	mod	tg	ht	wh/0871.bmp
23.76	0.72	24	1	7	108	mem	lib	low	low	mod	nt	ht	nh/0381_nh.bmp
24.48	0.72	25	1	5	63	mem	con	mod	mod	low	tg	ms	wh/0403.bmp
25.20	0.72	26	1	7	91	per	lib	mod	mod	mod	tg	ht	wh/0821.bmp
25.92	0.72	27	1	8	36	per	lib	low	mod	low	tg	ht	wh/0262.bmp
26.64	0.72	28	1	8	120	mem	lib	mod	mod	low	tg	ht	wh/0756.bmp
27.36	0.72	29	1	8	115	mem	lib	mod	mod	low	nt	ht	nh/0114_nh.bmp
28.08	0.72	30	1	6	36	per	lib	low	mod	low	tg	ht	wh/1019.bmp
28.80	0.72	31	1	6	49	mem	lib	mod	mod	mod	nt	ht	nh/0560_nh.bmp
29.52	0.72	32	1	6	25	per	lib	mod	mod	mod	nt	cr	nh/0717_nh.bmp
30.24	0.72	33	1	6	114	mem	con	mod	mod	mod	tg	ht	wh/0602.bmp
30.96	0.72	34	1	5	52	mem	con	mod	mod	low	tg	ht	wh/0746.bmp
31.68	0.72	35	1	7	95	per	lib	mod	mod	mod	tg	ht	wh/0275.bmp
32.40	0.72	36	1	6	21	per	lib	mod	mod	mod	nt	fa	nh/0378_nh.bmp
33.12	0.72	37	1	7	44	mem	con	mod	mod	mod	tg	ms	wh/0958.bmp
33.84	0.72	38	1	7	73	per	con	low	mod	low	nt	cr	nh/0255_nh.bmp
34.56	0.72	39	1	5	40	mem	con	low	low	low	nt	ht	nh/0280_nh.bmp
35.28	0.72	40	1	6	126	mem	con	mod	mod	mod	nt	ht	nh/0851_nh.bmp
36.00	0.72	41	1	5	95	per	lib	mod	low	mod	nt	fa	nh/0869_nh.bmp
36.72	0.72	42	2	6	25	per	lib	mod	mod	mod	nt	cr	nh/0717_nh.bmp
37.44	0.72	43	1	7	39	mem	con	mod	mod	mod	nt	ms	nh/0888_nh.bmp
38.16	0.72	44	1	8	12	mem	con	mod	mod	low	tg	ht	wh/0883.bmp
38.88	0.72	45	1	6	80	per	con	mod	mod	mod	nt	cr	nh/0366_nh.bmp
39.60	0.72	46	1	5	88	per	lib	mod	low	mod	tg	ht	wh/0093.bmp
40.32	0.72	47	1	7	40	mem	con	mod	mod	mod	tg	ms	wh/0420.bmp
