onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	6	79	mem	con	mod	mod	low	tg	ht	wh/0646.bmp
7.92	0.72	2	1	8	89	mem	con	mod	mod	low	tg	ms	wh/0077.bmp
8.64	0.72	3	1	5	5	mem	lib	low	low	mod	tg	ms	wh/0525.bmp
9.36	0.72	4	1	7	65	per	con	low	low	low	tg	ht	wh/1007.bmp
10.08	0.72	5	1	6	2	per	con	low	mod	low	tg	ms	wh/0608.bmp
10.80	0.72	6	1	6	20	per	lib	mod	low	mod	tg	ht	wh/0933.bmp
11.52	0.72	7	1	8	20	per	con	low	mod	low	tg	ms	wh/0079.bmp
12.24	0.72	8	1	8	11	per	lib	low	mod	low	tg	ms	wh/0619.bmp
12.96	0.72	9	1	7	84	mem	lib	low	low	low	tg	ht	wh/0706.bmp
13.68	0.72	10	2	8	20	per	con	low	mod	low	tg	ms	wh/0079.bmp
14.40	0.72	11	1	6	67	mem	con	mod	mod	low	nt	ms	nh/0660_nh.bmp
15.12	0.72	12	1	6	39	per	con	mod	mod	mod	tg	ht	wh/0902.bmp
15.84	0.72	13	1	7	5	per	lib	mod	mod	mod	nt	cr	nh/0447_nh.bmp
16.56	0.72	14	1	5	9	mem	lib	low	low	mod	nt	ht	nh/0278_nh.bmp
17.28	0.72	15	2	7	5	per	lib	mod	mod	mod	nt	cr	nh/0447_nh.bmp
18.00	0.72	16	1	8	125	per	con	mod	mod	mod	tg	ht	wh/0593.bmp
18.72	0.72	17	1	6	82	per	lib	low	mod	low	tg	ms	wh/0075.bmp
19.44	0.72	18	1	8	67	mem	con	low	low	low	nt	ms	nh/0088_nh.bmp
20.16	0.72	19	1	6	7	per	con	low	mod	low	nt	cr	nh/0493_nh.bmp
20.88	0.72	20	1	6	118	mem	con	low	low	mod	nt	ms	nh/0267_nh.bmp
21.60	0.72	21	1	8	69	mem	con	low	low	low	tg	ms	wh/0711.bmp
22.32	0.72	22	1	6	1	per	con	low	mod	low	tg	ms	wh/0082.bmp
23.04	0.72	23	1	8	60	mem	lib	mod	mod	mod	nt	ht	nh/0805_nh.bmp
23.76	0.72	24	1	5	123	per	lib	low	low	low	tg	ht	wh/0695.bmp
24.48	0.72	25	1	5	108	mem	lib	mod	mod	low	tg	ht	wh/0364.bmp
25.20	0.72	26	1	6	22	per	lib	mod	low	mod	nt	fa	nh/0652_nh.bmp
25.92	0.72	27	3	7	5	per	lib	mod	mod	mod	nt	cr	nh/0447_nh.bmp
26.64	0.72	28	1	6	5	per	con	low	mod	low	tg	ms	wh/0964.bmp
27.36	0.72	29	1	5	48	per	lib	mod	mod	mod	tg	ht	wh/0876.bmp
28.08	0.72	30	1	8	26	per	con	low	mod	low	nt	cr	nh/0417_nh.bmp
28.80	0.72	31	1	8	127	per	con	mod	mod	mod	nt	cr	nh/0748_nh.bmp
29.52	0.72	32	1	6	95	per	lib	low	mod	low	nt	fa	nh/0125_nh.bmp
30.24	0.72	33	1	7	58	mem	lib	mod	mod	low	tg	ht	wh/0299.bmp
30.96	0.72	34	1	5	98	mem	lib	mod	mod	low	nt	ht	nh/0404_nh.bmp
31.68	0.72	35	1	5	17	mem	con	mod	mod	mod	tg	ht	wh/0594.bmp
32.40	0.72	36	1	7	59	mem	lib	mod	mod	low	tg	ht	wh/0284.bmp
33.12	0.72	37	1	5	43	per	lib	mod	mod	mod	nt	cr	nh/0396_nh.bmp
33.84	0.72	38	2	7	58	mem	lib	mod	mod	low	tg	ht	wh/0299.bmp
34.56	0.72	39	2	6	2	per	con	low	mod	low	tg	ms	wh/0608.bmp
35.28	0.72	40	1	5	109	mem	lib	mod	mod	low	tg	ht	wh/0351.bmp
