onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	8	90	mem	con	mod	mod	mod	nt	ms	nh/0056_nh.bmp
7.92	0.72	2	1	6	46	mem	lib	mod	mod	low	tg	ht	wh/0108.bmp
8.64	0.72	3	1	7	60	per	con	mod	mod	mod	nt	cr	nh/0715_nh.bmp
9.36	0.72	4	1	5	68	mem	con	mod	mod	mod	tg	ht	wh/0552.bmp
10.08	0.72	5	1	6	101	per	lib	low	low	low	tg	ht	wh/0258.bmp
10.80	0.72	6	1	5	8	per	con	low	mod	low	tg	ms	wh/0297.bmp
11.52	0.72	7	1	5	33	per	lib	low	mod	low	nt	cr	nh/0176_nh.bmp
12.24	0.72	8	1	5	112	mem	lib	mod	mod	mod	nt	ht	nh/0915_nh.bmp
12.96	0.72	9	1	7	93	per	lib	low	mod	low	tg	ms	wh/0073.bmp
13.68	0.72	10	1	7	117	per	con	low	low	low	nt	cr	nh/0880_nh.bmp
14.40	0.72	11	1	5	13	per	con	low	mod	low	tg	ms	wh/0883.bmp
15.12	0.72	12	1	8	85	mem	con	mod	mod	mod	tg	ht	wh/0822.bmp
15.84	0.72	13	1	8	25	mem	lib	low	low	mod	nt	ms	nh/0308_nh.bmp
16.56	0.72	14	1	5	5	per	con	low	mod	low	nt	cr	nh/0863_nh.bmp
17.28	0.72	15	1	6	44	mem	lib	mod	mod	low	nt	ht	nh/0247_nh.bmp
18.00	0.72	16	1	7	4	mem	con	mod	mod	low	tg	ht	wh/0254.bmp
18.72	0.72	17	1	8	127	per	lib	low	low	low	tg	ht	wh/0480.bmp
19.44	0.72	18	1	8	95	mem	con	mod	mod	mod	nt	ht	nh/0366_nh.bmp
20.16	0.72	19	1	7	28	mem	lib	mod	mod	mod	tg	ht	wh/0239.bmp
20.88	0.72	20	1	6	56	mem	con	mod	mod	low	nt	ht	nh/0939_nh.bmp
21.60	0.72	21	2	7	60	per	con	mod	mod	mod	nt	cr	nh/0715_nh.bmp
22.32	0.72	22	1	7	32	mem	lib	mod	mod	mod	nt	ms	nh/0020_nh.bmp
23.04	0.72	23	2	5	68	mem	con	mod	mod	mod	tg	ht	wh/0552.bmp
23.76	0.72	24	1	7	61	per	con	mod	mod	mod	tg	ms	wh/0269.bmp
24.48	0.72	25	1	7	97	mem	lib	low	low	low	tg	ht	wh/0181.bmp
25.20	0.72	26	1	8	99	per	con	low	mod	low	nt	cr	nh/0193_nh.bmp
