onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	1	79	per	con	mod	mod	mod	tg	ms	wh/0538.bmp
7.92	0.72	2	1	3	102	per	lib	low	mod	low	tg	ht	wh/0124.bmp
8.64	0.72	3	1	2	119	mem	lib	mod	mod	mod	tg	ht	wh/0365.bmp
9.36	0.72	4	1	2	107	mem	con	low	low	mod	nt	ht	nh/0498_nh.bmp
10.08	0.72	5	1	2	77	mem	lib	low	low	low	tg	ms	wh/0127.bmp
10.80	0.72	6	1	2	20	mem	con	mod	mod	mod	tg	ht	wh/0664.bmp
11.52	0.72	7	1	1	83	mem	con	low	low	low	tg	ms	wh/0824.bmp
12.24	0.72	8	1	3	103	per	lib	low	mod	low	tg	ht	wh/0661.bmp
12.96	0.72	9	1	4	75	mem	con	mod	mod	mod	tg	ms	wh/0137.bmp
13.68	0.72	10	1	4	36	per	lib	mod	mod	mod	tg	ms	wh/0104.bmp
14.40	0.72	11	1	4	1	per	con	mod	mod	mod	tg	ms	wh/0901.bmp
15.12	0.72	12	1	1	3	per	lib	low	low	low	tg	ht	wh/0632.bmp
15.84	0.72	13	1	4	50	mem	lib	mod	mod	low	tg	ht	wh/0302.bmp
16.56	0.72	14	1	4	35	per	lib	mod	mod	mod	tg	ht	wh/0761.bmp
17.28	0.72	15	1	1	29	per	lib	mod	low	mod	tg	ht	wh/0192.bmp
18.00	0.72	16	1	3	57	mem	con	mod	mod	low	tg	ms	wh/0412.bmp
18.72	0.72	17	1	1	78	per	con	mod	mod	mod	tg	ht	wh/0343.bmp
19.44	0.72	18	1	4	26	per	con	low	mod	low	tg	ht	wh/0295.bmp
20.16	0.72	19	1	2	69	mem	lib	low	low	low	nt	ht	nh/0720_nh.bmp
20.88	0.72	20	1	2	45	per	lib	low	mod	low	tg	ht	wh/0512.bmp
21.60	0.72	21	1	4	64	mem	lib	mod	mod	low	nt	ht	nh/0259_nh.bmp
22.32	0.72	22	2	2	119	mem	lib	mod	mod	mod	tg	ht	wh/0365.bmp
23.04	0.72	23	1	4	9	per	con	mod	mod	mod	tg	ht	wh/0742.bmp
23.76	0.72	24	1	2	115	mem	lib	mod	mod	mod	tg	ht	wh/0604.bmp
24.48	0.72	25	1	1	76	per	con	mod	mod	mod	tg	ht	wh/0705.bmp
25.20	0.72	26	1	4	39	per	lib	mod	mod	mod	nt	cr	nh/0674_nh.bmp
25.92	0.72	27	2	1	78	per	con	mod	mod	mod	tg	ht	wh/0343.bmp
26.64	0.72	28	2	4	50	mem	lib	mod	mod	low	tg	ht	wh/0302.bmp
27.36	0.72	29	1	2	47	per	lib	low	mod	low	nt	cr	nh/0757_nh.bmp
28.08	0.72	30	1	3	36	per	con	mod	low	mod	tg	ms	wh/0944.bmp
28.80	0.72	31	1	2	18	mem	con	mod	mod	mod	tg	ms	wh/0448.bmp
29.52	0.72	32	1	1	126	mem	lib	mod	mod	low	nt	ht	nh/0195_nh.bmp
30.24	0.72	33	1	3	8	per	con	low	low	low	nt	fa	nh/0107_nh.bmp
30.96	0.72	34	1	4	20	per	con	low	mod	low	nt	cr	nh/0791_nh.bmp
31.68	0.72	35	2	2	47	per	lib	low	mod	low	nt	cr	nh/0757_nh.bmp
32.40	0.72	36	1	2	85	per	lib	mod	mod	mod	nt	cr	nh/0834_nh.bmp
33.12	0.72	37	1	1	69	per	con	mod	mod	mod	tg	ht	wh/0151.bmp
33.84	0.72	38	1	4	61	mem	lib	mod	mod	low	tg	ms	wh/0882.bmp
34.56	0.72	39	1	1	71	per	con	mod	mod	mod	nt	cr	nh/0282_nh.bmp
35.28	0.72	40	1	2	92	per	lib	mod	mod	mod	nt	cr	nh/0344_nh.bmp
36.00	0.72	41	1	4	72	mem	con	mod	mod	mod	tg	ht	wh/0738.bmp
36.72	0.72	42	1	1	114	mem	lib	mod	mod	low	tg	ht	wh/0641.bmp
