onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	8	108	mem	con	mod	mod	mod	nt	ht	nh/0552_nh.bmp
7.92	0.72	2	1	6	89	mem	lib	mod	mod	mod	tg	ht	wh/0952.bmp
8.64	0.72	3	1	8	109	mem	con	mod	mod	mod	nt	ht	nh/0978_nh.bmp
9.36	0.72	4	1	6	18	mem	con	mod	mod	low	tg	ms	wh/0111.bmp
10.08	0.72	5	1	5	93	per	lib	low	mod	low	tg	ht	wh/0875.bmp
10.80	0.72	6	1	5	126	mem	con	mod	mod	mod	tg	ht	wh/0179.bmp
11.52	0.72	7	1	6	52	per	con	low	mod	low	tg	ms	wh/0165.bmp
12.24	0.72	8	1	7	23	per	lib	low	mod	low	tg	ht	wh/0176.bmp
12.96	0.72	9	1	6	92	mem	lib	mod	mod	mod	tg	ht	wh/0717.bmp
13.68	0.72	10	1	7	55	per	con	mod	mod	mod	nt	cr	nh/0420_nh.bmp
14.40	0.72	11	1	5	119	mem	con	mod	mod	mod	nt	ht	nh/0549_nh.bmp
15.12	0.72	12	1	7	30	per	lib	low	mod	low	tg	ht	wh/0114.bmp
15.84	0.72	13	1	8	53	per	lib	mod	mod	mod	tg	ht	wh/0564.bmp
16.56	0.72	14	1	5	15	per	con	mod	mod	mod	nt	cr	nh/0871_nh.bmp
17.28	0.72	15	2	6	92	mem	lib	mod	mod	mod	tg	ht	wh/0717.bmp
18.00	0.72	16	2	6	18	mem	con	mod	mod	low	tg	ms	wh/0111.bmp
18.72	0.72	17	1	6	32	mem	con	mod	mod	low	nt	ht	nh/0780_nh.bmp
19.44	0.72	18	1	7	12	mem	lib	low	low	mod	nt	ht	nh/0402_nh.bmp
20.16	0.72	19	1	8	34	mem	lib	mod	mod	mod	nt	ht	nh/0666_nh.bmp
20.88	0.72	20	1	5	99	per	con	low	low	low	tg	ms	wh/0929.bmp
21.60	0.72	21	1	6	94	mem	lib	mod	mod	mod	nt	ht	nh/0603_nh.bmp
22.32	0.72	22	1	8	47	mem	lib	mod	mod	mod	nt	ht	nh/0821_nh.bmp
23.04	0.72	23	1	8	127	mem	con	low	low	low	tg	ms	wh/0587.bmp
23.76	0.72	24	1	8	55	per	lib	mod	mod	mod	tg	ht	wh/0835.bmp
24.48	0.72	25	1	7	46	mem	lib	mod	mod	low	tg	ht	wh/0734.bmp
25.20	0.72	26	1	8	57	per	lib	mod	mod	mod	tg	ht	wh/0318.bmp
25.92	0.72	27	1	7	53	per	con	mod	mod	mod	nt	cr	nh/0958_nh.bmp
26.64	0.72	28	1	7	74	mem	con	mod	mod	low	tg	ms	wh/0848.bmp
27.36	0.72	29	1	5	8	per	con	mod	mod	mod	nt	cr	nh/0602_nh.bmp
28.08	0.72	30	1	5	49	mem	lib	mod	mod	low	tg	ht	wh/0023.bmp
