onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	4	39	mem	lib	mod	mod	mod	tg	ht	wh/0689.bmp
7.92	0.72	2	1	4	27	per	con	mod	mod	mod	nt	fa	nh/0809_nh.bmp
8.64	0.72	3	1	4	10	mem	con	mod	mod	mod	nt	ms	nh/0049_nh.bmp
9.36	0.72	4	1	2	5	per	lib	low	mod	low	tg	ht	wh/0007.bmp
10.08	0.72	5	1	4	25	per	con	mod	mod	mod	tg	ht	wh/0358.bmp
10.80	0.72	6	1	2	113	mem	con	mod	mod	low	nt	ms	nh/0212_nh.bmp
11.52	0.72	7	1	4	31	per	con	mod	mod	mod	nt	cr	nh/0861_nh.bmp
12.24	0.72	8	1	2	116	mem	con	mod	mod	low	tg	ms	wh/0671.bmp
12.96	0.72	9	1	1	60	mem	con	mod	mod	mod	nt	ht	nh/0562_nh.bmp
13.68	0.72	10	1	3	108	per	lib	low	mod	low	tg	ms	wh/0424.bmp
14.40	0.72	11	1	3	97	per	lib	low	mod	low	nt	cr	nh/0291_nh.bmp
15.12	0.72	12	1	3	118	per	con	mod	low	mod	tg	ht	wh/0872.bmp
15.84	0.72	13	1	1	106	mem	lib	mod	mod	low	nt	ht	nh/0459_nh.bmp
16.56	0.72	14	1	2	98	mem	lib	mod	mod	mod	nt	ms	nh/0137_nh.bmp
17.28	0.72	15	1	1	17	per	con	low	low	low	tg	ms	wh/0369.bmp
18.00	0.72	16	1	2	36	per	con	mod	mod	mod	nt	fa	nh/0413_nh.bmp
18.72	0.72	17	1	3	35	mem	lib	mod	mod	low	nt	ms	nh/0410_nh.bmp
19.44	0.72	18	1	4	105	per	con	low	mod	low	tg	ms	wh/0067.bmp
20.16	0.72	19	1	3	37	mem	lib	mod	mod	low	tg	ht	wh/0315.bmp
20.88	0.72	20	1	3	2	mem	con	mod	mod	low	nt	ht	nh/0641_nh.bmp
21.60	0.72	21	1	3	42	mem	lib	mod	mod	low	tg	ms	wh/0509.bmp
22.32	0.72	22	1	2	104	mem	lib	mod	mod	mod	tg	ht	wh/0665.bmp
23.04	0.72	23	1	3	100	per	lib	low	mod	low	nt	cr	nh/0523_nh.bmp
23.76	0.72	24	1	2	46	per	con	mod	mod	mod	tg	ht	wh/0348.bmp
24.48	0.72	25	1	3	79	mem	con	low	low	low	tg	ms	wh/0430.bmp
25.20	0.72	26	1	4	84	per	lib	mod	mod	mod	tg	ms	wh/0490.bmp
25.92	0.72	27	1	4	6	mem	con	mod	mod	mod	tg	ms	wh/0072.bmp
26.64	0.72	28	2	3	2	mem	con	mod	mod	low	nt	ht	nh/0641_nh.bmp
27.36	0.72	29	1	2	39	per	con	mod	mod	mod	nt	cr	nh/0983_nh.bmp
28.08	0.72	30	1	3	107	per	lib	low	mod	low	nt	fa	nh/0131_nh.bmp
28.80	0.72	31	1	2	87	mem	con	low	low	mod	tg	ht	wh/0917.bmp
29.52	0.72	32	1	1	34	per	lib	mod	mod	mod	nt	fa	nh/0320_nh.bmp
30.24	0.72	33	2	3	35	mem	lib	mod	mod	low	nt	ms	nh/0410_nh.bmp
30.96	0.72	34	1	1	33	per	lib	mod	mod	mod	tg	ht	wh/0487.bmp
31.68	0.72	35	1	2	128	mem	con	mod	mod	low	nt	ht	nh/0302_nh.bmp
32.40	0.72	36	1	4	102	per	con	low	mod	low	tg	ht	wh/0174.bmp
33.12	0.72	37	2	3	97	per	lib	low	mod	low	nt	cr	nh/0291_nh.bmp
33.84	0.72	38	1	1	41	per	lib	mod	mod	mod	nt	fa	nh/0742_nh.bmp
34.56	0.72	39	2	4	10	mem	con	mod	mod	mod	nt	ms	nh/0049_nh.bmp
35.28	0.72	40	1	4	37	mem	lib	mod	mod	mod	nt	ht	nh/0664_nh.bmp
36.00	0.72	41	2	1	41	per	lib	mod	mod	mod	nt	fa	nh/0742_nh.bmp
36.72	0.72	42	1	1	112	mem	lib	mod	mod	low	tg	ht	wh/0765.bmp
37.44	0.72	43	1	3	12	mem	con	mod	mod	low	nt	ms	nh/0132_nh.bmp
38.16	0.72	44	2	4	39	mem	lib	mod	mod	mod	tg	ht	wh/0689.bmp
38.88	0.72	45	1	2	102	mem	lib	mod	mod	mod	nt	ht	nh/0961_nh.bmp
39.60	0.72	46	2	2	98	mem	lib	mod	mod	mod	nt	ms	nh/0137_nh.bmp
40.32	0.72	47	2	2	36	per	con	mod	mod	mod	nt	fa	nh/0413_nh.bmp
41.04	0.72	48	1	4	90	per	lib	mod	mod	mod	nt	cr	nh/0151_nh.bmp
41.76	0.72	49	1	1	58	mem	con	mod	mod	mod	tg	ht	wh/0331.bmp
42.48	0.72	50	1	3	10	mem	con	mod	mod	low	nt	ms	nh/0454_nh.bmp
43.20	0.72	51	1	2	11	per	lib	low	mod	low	tg	ms	wh/1013.bmp
43.92	0.72	52	1	4	92	per	lib	mod	mod	mod	tg	ht	wh/0445.bmp
44.64	0.72	53	1	2	30	per	con	low	mod	low	tg	ms	wh/0368.bmp
45.36	0.72	54	1	2	111	mem	lib	mod	mod	mod	nt	ht	nh/0738_nh.bmp
46.08	0.72	55	1	4	108	per	con	low	mod	low	tg	ms	wh/0643.bmp
46.80	0.72	56	1	1	102	mem	lib	mod	mod	low	nt	ht	nh/0293_nh.bmp
47.52	0.72	57	2	2	102	mem	lib	mod	mod	mod	nt	ht	nh/0961_nh.bmp
48.24	0.72	58	3	2	36	per	con	mod	mod	mod	nt	fa	nh/0413_nh.bmp
48.96	0.72	59	1	4	47	mem	lib	mod	mod	mod	nt	ht	nh/0448_nh.bmp
49.68	0.72	60	1	3	20	per	lib	mod	low	mod	tg	ht	wh/0085.bmp
50.40	0.72	61	1	1	64	mem	con	mod	mod	mod	tg	ht	wh/0097.bmp
51.12	0.72	62	1	1	110	mem	lib	mod	mod	low	nt	ht	nh/0412_nh.bmp
51.84	0.72	63	1	1	103	mem	lib	mod	mod	low	tg	ht	wh/0554.bmp
52.56	0.72	64	1	3	109	per	lib	low	mod	low	tg	ht	wh/0236.bmp
53.28	0.72	65	2	3	100	per	lib	low	mod	low	nt	cr	nh/0523_nh.bmp
54.00	0.72	66	1	1	94	per	lib	low	low	low	nt	fa	nh/0524_nh.bmp
54.72	0.72	67	1	2	28	per	con	low	mod	low	nt	fa	nh/0661_nh.bmp
55.44	0.72	68	1	4	28	per	con	mod	mod	mod	tg	ms	wh/0834.bmp
56.16	0.72	69	2	4	28	per	con	mod	mod	mod	tg	ms	wh/0834.bmp
56.88	0.72	70	1	4	106	per	con	low	mod	low	nt	cr	nh/0976_nh.bmp
57.60	0.72	71	1	4	35	mem	lib	mod	mod	mod	tg	ht	wh/0479.bmp
58.32	0.72	72	2	1	60	mem	con	mod	mod	mod	nt	ht	nh/0562_nh.bmp
59.04	0.72	73	1	4	26	per	con	mod	mod	mod	nt	cr	nh/0477_nh.bmp
59.76	0.72	74	2	2	30	per	con	low	mod	low	tg	ms	wh/0368.bmp
60.48	0.72	75	1	3	122	per	con	mod	low	mod	tg	ms	wh/0304.bmp
61.20	0.72	76	1	3	57	per	con	low	low	low	tg	ht	wh/0252.bmp
61.92	0.72	77	1	2	53	mem	lib	low	low	mod	tg	ht	wh/0754.bmp
62.64	0.72	78	2	4	25	per	con	mod	mod	mod	tg	ht	wh/0358.bmp
63.36	0.72	79	1	3	80	mem	con	low	low	low	nt	ms	nh/0492_nh.bmp
64.08	0.72	80	1	3	106	per	lib	low	mod	low	tg	ht	wh/0615.bmp
64.80	0.72	81	2	1	103	mem	lib	mod	mod	low	tg	ht	wh/0554.bmp
65.52	0.72	82	1	3	128	per	con	mod	low	mod	nt	cr	nh/0192_nh.bmp
66.24	0.72	83	1	2	15	per	lib	low	mod	low	nt	fa	nh/0444_nh.bmp
66.96	0.72	84	3	3	97	per	lib	low	mod	low	nt	cr	nh/0291_nh.bmp
67.68	0.72	85	1	1	127	mem	lib	low	low	low	nt	ht	nh/0916_nh.bmp
68.40	0.72	86	1	2	29	per	con	low	mod	low	nt	cr	nh/0511_nh.bmp
69.12	0.72	87	3	3	35	mem	lib	mod	mod	low	nt	ms	nh/0410_nh.bmp
69.84	0.72	88	1	4	5	mem	con	mod	mod	mod	tg	ht	wh/0427.bmp
