onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	7	43	per	con	low	mod	low	tg	ms	wh/0489.bmp
7.92	0.72	2	1	8	112	per	con	low	low	low	nt	cr	nh/0370_nh.bmp
8.64	0.72	3	1	5	26	per	con	mod	low	mod	nt	cr	nh/0038_nh.bmp
9.36	0.72	4	1	7	13	mem	con	low	low	low	nt	ms	nh/0261_nh.bmp
10.08	0.72	5	1	8	23	mem	lib	mod	mod	low	tg	ht	wh/0036.bmp
10.80	0.72	6	1	6	63	per	con	mod	mod	mod	nt	cr	nh/0396_nh.bmp
11.52	0.72	7	1	8	64	per	lib	mod	mod	mod	nt	cr	nh/0946_nh.bmp
12.24	0.72	8	1	6	93	per	lib	mod	mod	mod	nt	n/a	nh/0684_nh.bmp
12.96	0.72	9	1	7	42	per	con	low	mod	low	nt	cr	nh/0577_nh.bmp
13.68	0.72	10	1	8	89	mem	lib	low	low	mod	tg	ht	wh/0781.bmp
14.40	0.72	11	1	8	123	mem	con	mod	mod	low	nt	ht	nh/0510_nh.bmp
15.12	0.72	12	1	5	41	per	con	low	mod	low	tg	ms	wh/0075.bmp
15.84	0.72	13	1	6	30	mem	lib	mod	mod	mod	tg	ht	wh/0680.bmp
16.56	0.72	14	1	7	113	mem	con	mod	mod	mod	tg	ht	wh/0810.bmp
17.28	0.72	15	2	7	42	per	con	low	mod	low	nt	cr	nh/0577_nh.bmp
18.00	0.72	16	1	8	42	per	con	mod	mod	mod	tg	ht	wh/0973.bmp
18.72	0.72	17	1	6	56	per	con	mod	mod	mod	nt	cr	nh/0588_nh.bmp
19.44	0.72	18	1	6	81	per	lib	mod	mod	mod	nt	fa	nh/0442_nh.bmp
20.16	0.72	19	1	8	63	per	lib	mod	mod	mod	nt	fa	nh/0748_nh.bmp
20.88	0.72	20	1	8	27	mem	lib	mod	mod	low	tg	ht	wh/0232.bmp
21.60	0.72	21	1	7	86	per	lib	mod	low	mod	tg	ht	wh/0419.bmp
22.32	0.72	22	1	5	34	per	con	low	mod	low	nt	cr	nh/0383_nh.bmp
23.04	0.72	23	2	6	63	per	con	mod	mod	mod	nt	cr	nh/0396_nh.bmp
