onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	err	err	err	err	err	err	err	err	err	wh/0182.bmp
7.92	0.72	2	1	5	37	mem	con	mod	mod	mod	tg	ht	wh/0716.bmp
8.64	0.72	3	1	6	14	per	lib	low	mod	low	tg	ht	wh/0029.bmp
9.36	0.72	4	1	7	36	per	con	low	mod	low	tg	ms	wh/0082.bmp
10.08	0.72	5	1	8	57	mem	lib	mod	mod	low	tg	ht	wh/0256.bmp
10.80	0.72	6	1	err	err	err	err	err	err	err	err	err	wh/0593.bmp
11.52	0.72	7	1	err	err	err	err	err	err	err	err	err	wh/0079.bmp
12.24	0.72	8	1	5	42	mem	con	mod	mod	mod	tg	ms	wh/0540.bmp
12.96	0.72	9	1	8	85	per	lib	low	mod	low	tg	ms	wh/0967.bmp
13.68	0.72	10	1	8	59	mem	lib	mod	mod	low	nt	ht	nh/0355_nh.bmp
14.40	0.72	11	1	7	94	mem	lib	mod	mod	mod	nt	ht	nh/0874_nh.bmp
15.12	0.72	12	1	8	84	per	lib	low	mod	low	tg	ht	wh/0190.bmp
15.84	0.72	13	1	err	err	err	err	err	err	err	err	err	nh/0510_nh.bmp
16.56	0.72	14	1	7	65	per	lib	mod	mod	mod	nt	fa	nh/0843_nh.bmp
17.28	0.72	15	1	err	err	err	err	err	err	err	err	err	nh/0957_nh.bmp
18.00	0.72	16	2	err	err	err	err	err	err	err	err	err	nh/0957_nh.bmp
18.72	0.72	17	1	err	err	err	err	err	err	err	err	err	nh/0708_nh.bmp
19.44	0.72	18	1	8	68	per	con	mod	mod	mod	nt	cr	nh/0684_nh.bmp
20.16	0.72	19	1	8	14	mem	con	low	low	mod	tg	ms	wh/0025.bmp
20.88	0.72	20	1	err	err	err	err	err	err	err	err	err	wh/0350.bmp
21.60	0.72	21	1	err	err	err	err	err	err	err	err	err	nh/0802_nh.bmp
22.32	0.72	22	1	err	err	err	err	err	err	err	err	err	wh/0150.bmp
23.04	0.72	23	1	6	112	mem	con	mod	mod	low	nt	ms	nh/0443_nh.bmp
23.76	0.72	24	1	8	97	mem	con	mod	mod	mod	nt	ms	nh/0196_nh.bmp
24.48	0.72	25	1	6	4	per	lib	low	mod	low	tg	ht	wh/0893.bmp
25.20	0.72	26	1	7	12	mem	con	mod	mod	low	nt	ms	nh/0660_nh.bmp
25.92	0.72	27	1	6	9	per	lib	low	mod	low	nt	fa	nh/0568_nh.bmp
26.64	0.72	28	1	6	13	per	lib	low	mod	low	tg	ht	wh/0489.bmp
27.36	0.72	29	1	err	err	err	err	err	err	err	err	err	wh/0462.bmp
28.08	0.72	30	1	8	77	per	con	mod	mod	mod	nt	cr	nh/0442_nh.bmp
28.80	0.72	31	1	7	99	per	con	mod	low	mod	tg	ms	wh/0626.bmp
29.52	0.72	32	1	8	74	per	con	mod	mod	mod	nt	cr	nh/0380_nh.bmp
30.24	0.72	33	1	7	70	per	lib	mod	mod	mod	nt	cr	nh/0588_nh.bmp
30.96	0.72	34	1	7	72	per	lib	mod	mod	mod	tg	ht	wh/0954.bmp
