onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
7.20	0.72	1	1	4	81	mem	con	mod	mod	low	tg	ht	wh/0124.bmp
7.92	0.72	2	1	2	41	per	con	low	low	low	tg	ms	wh/0808.bmp
8.64	0.72	3	1	2	12	per	lib	mod	low	mod	tg	ht	wh/0052.bmp
9.36	0.72	4	1	4	93	mem	con	mod	mod	low	tg	ht	wh/0511.bmp
10.08	0.72	5	1	3	17	per	lib	low	low	low	tg	ms	wh/0357.bmp
10.80	0.72	6	1	1	76	mem	lib	mod	mod	mod	tg	ht	wh/0538.bmp
11.52	0.72	7	1	2	29	per	con	mod	mod	mod	tg	ms	wh/0604.bmp
12.24	0.72	8	1	4	27	per	lib	mod	mod	mod	nt	cr	nh/0279_nh.bmp
12.96	0.72	9	1	1	83	mem	con	low	low	mod	nt	ht	nh/0214_nh.bmp
13.68	0.72	10	1	3	106	mem	con	mod	mod	mod	tg	ht	wh/0983.bmp
14.40	0.72	11	1	3	63	mem	lib	mod	mod	mod	tg	ht	wh/0320.bmp
15.12	0.72	12	1	3	48	per	con	low	mod	low	tg	ms	wh/0882.bmp
15.84	0.72	13	1	3	41	per	con	low	mod	low	tg	ms	wh/0496.bmp
16.56	0.72	14	1	3	60	mem	lib	mod	mod	mod	nt	ht	nh/0576_nh.bmp
17.28	0.72	15	1	2	73	mem	lib	mod	mod	low	tg	ht	wh/0390.bmp
18.00	0.72	16	1	2	115	per	lib	low	mod	low	tg	ms	wh/0410.bmp
18.72	0.72	17	1	3	104	mem	con	mod	mod	mod	tg	ht	wh/0761.bmp
19.44	0.72	18	1	4	68	per	con	mod	mod	mod	tg	ht	wh/0562.bmp
20.16	0.72	19	1	1	10	mem	con	mod	mod	low	nt	ht	nh/0174_nh.bmp
20.88	0.72	20	1	1	123	per	con	low	mod	low	tg	ms	wh/0132.bmp
21.60	0.72	21	1	4	32	per	lib	mod	mod	mod	tg	ht	wh/0961.bmp
22.32	0.72	22	1	4	103	per	lib	low	mod	low	nt	cr	nh/0554_nh.bmp
23.04	0.72	23	2	4	93	mem	con	mod	mod	low	tg	ht	wh/0511.bmp
23.76	0.72	24	2	1	123	per	con	low	mod	low	tg	ms	wh/0132.bmp
24.48	0.72	25	1	4	45	mem	lib	low	low	mod	tg	ht	wh/0944.bmp
25.20	0.72	26	1	1	49	per	lib	mod	mod	mod	tg	ht	wh/0664.bmp
25.92	0.72	27	1	3	42	per	con	low	mod	low	tg	ms	wh/0302.bmp
26.64	0.72	28	1	2	28	per	con	mod	mod	mod	nt	cr	nh/0061_nh.bmp
27.36	0.72	29	1	1	122	per	con	low	mod	low	tg	ms	wh/0641.bmp
28.08	0.72	30	1	3	99	mem	con	mod	mod	mod	nt	ht	nh/0348_nh.bmp
28.80	0.72	31	1	4	33	mem	lib	low	low	mod	nt	ht	nh/0886_nh.bmp
29.52	0.72	32	1	4	29	per	lib	mod	mod	mod	nt	cr	nh/0645_nh.bmp
30.24	0.72	33	1	3	121	mem	con	low	low	mod	tg	ms	wh/0467.bmp
30.96	0.72	34	1	1	113	per	con	low	mod	low	nt	fa	nh/0283_nh.bmp
